Country,Bestseller Category,URL
France,sports,https://www.amazon.fr/sports-loisirs-fitness/b/?ie=UTF8&node=325614031&ref
France,toys,https://www.amazon.fr/jeux-jouets/b/?ie=UTF8&node=322086011&ref
France,video,https://www.amazon.fr/jeux-video-consoles-portables-accessoires-pc/b/?ie=UTF8&node=530490&ref
Germany (Deutschland),amazonbasics,https://www.amazon.de/stores/node/1686827031/?field-lbr
Germany (Deutschland),automotive,https://www.amazon.de/auto-tuning-autoteile/b/?ie=UTF8&node=78191031&ref
Germany (Deutschland),baby,https://www.amazon.de/baby-babyausstattung-babyartikel/b/?ie=UTF8&node=355007011&ref
Germany (Deutschland),beauty,https://www.amazon.de/Premium-Beauty/b/?ie=UTF8&node=3765352031&ref
Germany (Deutschland),books,https://www.amazon.de/b%C3%BCcher-buch-lesen/b/?ie=UTF8&node=186606&ref
Germany (Deutschland),electronics,https://www.amazon.de/Elektronik-Foto/b/?ie=UTF8&node=562066&ref
Germany (Deutschland),fashion,https://www.amazon.de/Amazon-Fashion-Mode/b/?ie=UTF8&node=11961464031&ref
Germany (Deutschland),gc,https://www.amazon.de/Geschenkgutscheine/b/?ie=UTF8&node=1571256031&ref
Germany (Deutschland),hi,https://www.amazon.de/baumarkt-werkzeug-heimwerken/b/?ie=UTF8&node=80084031&ref
Germany (Deutschland),home,https://www.amazon.de/k%C3%BCche-haushalt-wohnen/b/?ie=UTF8&node=3167641&ref
Germany (Deutschland),hpc,https://www.amazon.de/Drogerie-K%C3%B6rperpflege/b/?ie=UTF8&node=64187031&ref
Germany (Deutschland),kindle,https://www.amazon.de/kindle-shop-ebooks-zeitungen-zubeh%C3%B6r/b/?ie=UTF8&node=530484031&ref
Germany (Deutschland),pc,https://www.amazon.de/Computer-Zubehoer/b/?ie=UTF8&node=340843031&ref
Germany (Deutschland),pets,https://www.amazon.de/Tierbedarf-Tiernahrung/b/?ie=UTF8&node=340852031&ref
Germany (Deutschland),prime,https://www.amazon.de/Amazon-Video/b/?ie=UTF8&node=3010075031&ref
Germany (Deutschland),sports,https://www.amazon.de/sport-freizeit-sportartikel/b/?ie=UTF8&node=16435051&ref
Germany (Deutschland),toys,https://www.amazon.de/Spielzeug-Brettspiele-Baby-Kleinkind/b/?ie=UTF8&node=12950651&ref
Germany (Deutschland),video,https://www.amazon.de/Video-Games/b/?ie=UTF8&node=300992&ref
India,amazonbasics,https://www.amazon.in/b/?node=6637738031&ref
India,automotive,https://www.amazon.in/Car-Motorbike-Store/b/?ie=UTF8&node=4772060031&ref
India,baby,https://www.amazon.in/Baby/b/?ie=UTF8&node=1571274031&ref
India,beauty,https://www.amazon.in/beauty/b/?ie=UTF8&node=1355016031&ref
India,books,https://www.amazon.in/Books/b/?ie=UTF8&node=976389031&ref
India,electronics,https://www.amazon.in/electronics/b/?ie=UTF8&node=976419031&ref
India,fashion,https://www.amazon.in/gp/browse.html?node=6648217031&ref
India,gc,https://www.amazon.in/gift-card-store/b/?ie=UTF8&node=3704982031&ref
India,grocery,https://www.amazon.in/Gourmet-Specialty-Foods/b/?ie=UTF8&node=2454178031&ref
India,hi,https://www.amazon.in/gp/browse.html?node=3704992031&ref
India,home,https://www.amazon.in/Home-Kitchen/b/?ie=UTF8&node=976442031&ref
India,hpc,https://www.amazon.in/health-and-personal-care/b/?ie=UTF8&node=1350384031&ref
India,kindle,https://www.amazon.in/Kindle-Store/b/?ie=UTF8&node=1571277031&ref
India,mobiles,https://www.amazon.in/mobile-phones/b/?ie=UTF8&node=1389401031&ref
India,pc,https://www.amazon.in/computers-and-accessories/b/?ie=UTF8&node=976392031&ref
India,pets,https://www.amazon.in/Pet-Supplies/b/?ie=UTF8&node=2454181031&ref
India,sports,https://www.amazon.in/Sports/b/?ie=UTF8&node=1984443031&ref
India,toys,https://www.amazon.in/Toys-Games/b/?ie=UTF8&node=1350380031&ref
India,video,https://www.amazon.in/video-games/b/?ie=UTF8&node=976460031&ref
Italy (Italia),amazonbasics,https://www.amazon.it/amazonbasics/?field-lbr
Italy (Italia),automotive,https://www.amazon.it/Auto-e-Moto/b/?ie=UTF8&node=1571280031&ref
Italy (Italia),baby,https://www.amazon.it/Prima-Infanzia/b/?ie=UTF8&node=1571286031&ref
Italy (Italia),beauty,https://www.amazon.it/Bellezza/b/?ie=UTF8&node=6198082031&ref
Italy (Italia),books,https://www.amazon.it/libri-italiano/b/?ie=UTF8&node=411663031&ref
Italy (Italia),electronics,https://www.amazon.it/elettronica/b/?ie=UTF8&node=412609031&ref
Italy (Italia),fashion,https://www.amazon.it/Moda/b/?ie=UTF8&node=5512286031&ref
Italy (Italia),gc,https://www.amazon.it/buoni-regalo/b/?ie=UTF8&node=3557017031&ref
Italy (Italia),hi,https://www.amazon.it/Fai-Da-Te/b/?ie=UTF8&node=2454160031&ref
Italy (Italia),home,https://www.amazon.it/Casa-Cucina/b/?ie=UTF8&node=524015031&ref
Italy (Italia),hpc,https://www.amazon.it/Salute-Cura-Persona/b/?ie=UTF8&node=1571289031&ref
Italy (Italia),kindle,https://www.amazon.it/kindle-store-ebooks/b/?ie=UTF8&node=818937031&ref
Italy (Italia),pc,https://www.amazon.it/computer/b/?ie=UTF8&node=425916031&ref
Italy (Italia),pets,https://www.amazon.it/gp/browse.html?node=12472499031&ref
Italy (Italia),sports,https://www.amazon.it/Sports-and-Leisure/b/?ie=UTF8&node=524012031&ref
Italy (Italia),toys,https://www.amazon.it/Giochi-Giocattoli/b/?ie=UTF8&node=523997031&ref
Italy (Italia),video,https://www.amazon.it/videogiochi/b/?ie=UTF8&node=412603031&ref
Japan (日本),amazon,https://www.amazon.co.jp/-/en/AmazonGlobal-AmazonJapan/b/?ie=UTF8&node=3534638051&ref
Japan (日本),books,https://www.amazon.co.jp/-/en/%E6%9C%AC-%E6%9B%B8%E7%B1%8D-%E9%80%9A%E8%B2%A9/b/?ie=UTF8&node=465392&ref
Japan (日本),home,https://www.amazon.co.jp/-/en/%E3%83%9B%E3%83%BC%E3%83%A0-%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-%E6%B6%88%E8%80%97%E5%93%81%E3%83%BB%E3%82%A2%E3%82%AF%E3%82%BB%E3%82%B5%E3%83%AA-%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3-%E7%94%9F%E6%B4%BB%E9%9B%91%E8%B2%A8/b/?ie=UTF8&node=3828871&ref
Japan (日本),hpc,https://www.amazon.co.jp/-/en/%E3%83%89%E3%83%A9%E3%83%83%E3%82%B0%E3%82%B9%E3%83%88%E3%82%A2-%E3%82%B5%E3%83%97%E3%83%AA%E3%83%A1%E3%83%B3%E3%83%88-%E6%97%A5%E7%94%A8%E5%93%81-%E5%8C%BB%E8%96%AC%E5%93%81-%E9%80%9A%E8%B2%A9/b/?ie=UTF8&node=160384011&ref
Japan (日本),newreleases,https://www.amazon.co.jp/-/en/ranking?type=new-releases&ref
Japan (日本),pc,https://www.amazon.co.jp/-/en/PC%E5%91%A8%E8%BE%BA%E6%A9%9F%E5%99%A8-%E3%83%91%E3%82%BD%E3%82%B3%E3%83%B3%E5%91%A8%E8%BE%BA%E6%A9%9F%E5%99%A8-%E9%80%9A%E8%B2%A9/b/?ie=UTF8&node=2127209051&ref
Mexico (México),amazonbasics,https://www.amazon.com.mx/stores/node/12273534011/?field-lbr
Mexico (México),automotive,https://www.amazon.com.mx/gp/browse.html?node=13848848011&ref
Mexico (México),baby,https://www.amazon.com.mx/gp/browse.html?node=9482650011&ref
Mexico (México),beauty,https://www.amazon.com.mx/gp/browse.html?node=11260452011&ref
Mexico (México),books,https://www.amazon.com.mx/gp/browse.html?node=9298576011&ref
Mexico (México),electronics,https://www.amazon.com.mx/electronicos/b/?ie=UTF8&node=9482558011&ref
Mexico (México),fashion,https://www.amazon.com.mx/gp/browse.html?node=13848838011&ref
Mexico (México),gc,https://www.amazon.com.mx/Tarjetas-de-Regalo-Amazon/b/?ie=UTF8&node=19117234011&ref
Mexico (México),grocery,https://www.amazon.com.mx/gp/browse.html?node=17608484011&ref
Mexico (México),hi,https://www.amazon.com.mx/Herramientas-Mejoras-del-Hogar/b/?ie=UTF8&node=9482670011&ref
Mexico (México),home,https://www.amazon.com.mx/gp/browse.html?node=9482593011&ref
Mexico (México),hpc,https://www.amazon.com.mx/gp/browse.html?node=9482610011&ref
Mexico (México),kindle,https://www.amazon.com.mx/kindle-store-ebooks/b/?ie=UTF8&node=6446439011&ref
Mexico (México),outlet,https://www.amazon.com.mx/gp/browse.html?node=11536082011&ref
Mexico (México),pc,https://www.amazon.com.mx/computadoras-y-tablets/b/?ie=UTF8&node=9687880011&ref
Mexico (México),pets,https://www.amazon.com.mx/gp/browse.html?node=11782336011&ref
Mexico (México),sports,https://www.amazon.com.mx/gp/browse.html?node=9482660011&ref
Mexico (México),toys,https://www.amazon.com.mx/gp/browse.html?node=11260442011&ref
Mexico (México),video,https://www.amazon.com.mx/gp/browse.html?node=9482640011&ref
Saudi Arabia,appliances,https://www.amazon.sa/Household-Appliances/b/?ie=UTF8&node=16856130031&ref
Saudi Arabia,books,https://www.amazon.sa/Books/b/?ie=UTF8&node=12463048031&ref
Saudi Arabia,electronics,https://www.amazon.sa/Electronics/b/?ie=UTF8&node=12463163031&ref
Saudi Arabia,fashion,https://www.amazon.sa/Fashion/b/?ie=UTF8&node=12463220031&ref
Saudi Arabia,gc,https://www.amazon.sa/gp/browse.html?node=16636846031&ref
Saudi Arabia,home,https://www.amazon.sa/Home-Products/b/?ie=UTF8&node=12463333031&ref
Saudi Arabia,mobiles,https://www.amazon.sa/Mobile-Phones/b/?ie=UTF8&node=16966419031&ref
Saudi Arabia,perfumes,https://www.amazon.sa/Fragrances/b/?ie=UTF8&node=16630489031&ref
Saudi Arabia,soa,https://www.amazon.sa/gp/browse.html?node=22952680031&ref
Saudi Arabia,supermarket,https://www.amazon.sa/Supermarket-Sale/b/?ie=UTF8&node=20509033031&ref
Saudi Arabia,toys,https://www.amazon.sa/Toys/b/?ie=UTF8&node=12463618031&ref
Saudi Arabia,videogames,https://www.amazon.sa/Videogames/b/?ie=UTF8&node=12463676031&ref
Singapore,automotive,https://www.amazon.sg/Automotive-Parts-and-Tools/b/?ie=UTF8&node=6314215051&ref
Singapore,baby,https://www.amazon.sg/Buy-Baby-Products/b/?ie=UTF8&node=6314273051&ref
Singapore,beauty,https://www.amazon.sg/Beauty-Products/b/?ie=UTF8&node=6314330051&ref
Singapore,books,https://www.amazon.sg/Buy-Books-Online/b/?ie=UTF8&node=6314388051&ref
Singapore,electronics,https://www.amazon.sg/Buy-Electronics-Online/b/?ie=UTF8&node=6314449051&ref
Singapore,fashion,https://www.amazon.sg/Fashion-Clothing-Shoes-Jewellery/b/?ie=UTF8&node=6315239051&ref
Singapore,gc,https://www.amazon.sg/Gift-Cards/b/?ie=UTF8&node=6876351051&ref
Singapore,grocery,https://www.amazon.sg/Buy-Grocery-Online/b/?ie=UTF8&node=6314506051&ref
Singapore,hi,https://www.amazon.sg/Home-Improvement/b/?ie=UTF8&node=6314687051&ref
Singapore,home,https://www.amazon.sg/Home-Products/b/?ie=UTF8&node=6314630051&ref
Singapore,hpc,https://www.amazon.sg/Buy-Heath-Care-Products/b/?ie=UTF8&node=6314572051&ref
Singapore,pc,https://www.amazon.sg/Computers-Components-and-Accessories/b/?ie=UTF8&node=6436071051&ref
Singapore,pets,https://www.amazon.sg/Pet-Supplies/b/?ie=UTF8&node=6315296051&ref
Singapore,sports,https://www.amazon.sg/Sporting-Goods/b/?ie=UTF8&node=6314940051&ref
Singapore,toys,https://www.amazon.sg/Buy-Toys-Online/b/?ie=UTF8&node=6315068051&ref
Singapore,video,https://www.amazon.sg/Video-Games/b/?ie=UTF8&node=6315182051&ref
Spain (España),amazonbasics,https://www.amazon.es/amazonbasics/?field-lbr
Spain (España),automotive,https://www.amazon.es/Coche-y-moto/b/?ie=UTF8&node=1951051031&ref
Spain (España),baby,https://www.amazon.es/bebe/b/?ie=UTF8&node=1703495031&ref
Spain (España),beauty,https://www.amazon.es/Belleza/b/?ie=UTF8&node=6198054031&ref
Spain (España),books,https://www.amazon.es/comprar-libros-espa%C3%B1ol/b/?ie=UTF8&node=599364031&ref
Spain (España),electronics,https://www.amazon.es/electronica/b/?ie=UTF8&node=599370031&ref
Spain (España),fashion,https://www.amazon.es/moda/b/?ie=UTF8&node=5512276031&ref
Spain (España),gc,https://www.amazon.es/cheques-regalo/b/?ie=UTF8&node=3564279031&ref
Spain (España),hi,https://www.amazon.es/Bricolaje-Herramientas-Fontaneria-Ferreteria-Jardineria/b/?ie=UTF8&node=2454133031&ref
Spain (España),home,https://www.amazon.es/Hogar-y-cocina/b/?ie=UTF8&node=599391031&ref
Spain (España),hpc,https://www.amazon.es/Salud-y-cuidado-personal/b/?ie=UTF8&node=3677430031&ref
Spain (España),kindle,https://www.amazon.es/ebooks-kindle/b/?ie=UTF8&node=827231031&ref
Spain (España),pc,https://www.amazon.es/informatica/b/?ie=UTF8&node=667049031&ref
Spain (España),sports,https://www.amazon.es/deportes-aire-libre/b/?ie=UTF8&node=2454136031&ref
Spain (España),toys,https://www.amazon.es/Juguetes-y-juegos/b/?ie=UTF8&node=599385031&ref
Spain (España),video,https://www.amazon.es/videojuegos-accesorios-consolas/b/?ie=UTF8&node=599382031&ref
Turkey (Türkiye),baby,https://www.amazon.com.tr/bebek/b/?ie=UTF8&node=12466208031&ref
Turkey (Türkiye),beauty,https://www.amazon.com.tr/gp/browse.html?node=12466323031&ref
Turkey (Türkiye),books,https://www.amazon.com.tr/kitap/b/?ie=UTF8&node=12466381031&ref
Turkey (Türkiye),electronics,https://www.amazon.com.tr/elektronik/b/?ie=UTF8&node=12466497031&ref
Turkey (Türkiye),fashion,https://www.amazon.com.tr/gp/browse.html?node=12466553031&ref
Turkey (Türkiye),gc,https://www.amazon.com.tr/gp/browse.html?node=16594144031&ref
Turkey (Türkiye),hi,https://www.amazon.com.tr/yapi-market/b/?ie=UTF8&node=12466724031&ref
Turkey (Türkiye),home,https://www.amazon.com.tr/ev-yasam/b/?ie=UTF8&node=12466668031&ref
Turkey (Türkiye),hpc,https://www.amazon.com.tr/gp/browse.html?node=12466610031&ref
Turkey (Türkiye),pc,https://www.amazon.com.tr/bilgisayar/b/?ie=UTF8&node=12466440031&ref
Turkey (Türkiye),pets,https://www.amazon.com.tr/gp/browse.html?node=20230635031&ref
Turkey (Türkiye),sports,https://www.amazon.com.tr/spor-outdoor/b/?ie=UTF8&node=12467068031&ref
Turkey (Türkiye),toys,https://www.amazon.com.tr/oyuncak/b/?ie=UTF8&node=12467126031&ref
Turkey (Türkiye),video,https://www.amazon.com.tr/video-oyunu-konsol/b/?ie=UTF8&node=12467184031&ref
United Arab Emirates,automotive,https://www.amazon.ae/All-Automotive/b/?ie=UTF8&node=11498030031&ref
United Arab Emirates,baby,https://www.amazon.ae/Baby-Products/b/?ie=UTF8&node=11498088031&ref
United Arab Emirates,beauty,https://www.amazon.ae/Beauty-Cosmetics/b/?ie=UTF8&node=11497860031&ref
United Arab Emirates,books,https://www.amazon.ae/Books/b/?ie=UTF8&node=11497689031&ref
United Arab Emirates,electronics,https://www.amazon.ae/Electronics/b/?ie=UTF8&node=11601327031&ref
United Arab Emirates,fashion,https://www.amazon.ae/Amazon-Fashion/b/?ie=UTF8&node=11497632031&ref
United Arab Emirates,grocery,https://www.amazon.ae/Grocery/b/?ie=UTF8&node=15150009031&ref
United Arab Emirates,hi,https://www.amazon.ae/Amazon-Home-Services/b/?ie=UTF8&node=17525046031&ref
United Arab Emirates,home,https://www.amazon.ae/gp/browse.html?node=17327843031&ref
United Arab Emirates,hpc,https://www.amazon.ae/All-Health/b/?ie=UTF8&node=11601440031&ref
United Arab Emirates,mobiles,https://www.amazon.ae/Mobile-Phones/b/?ie=UTF8&node=15415001031&ref
United Arab Emirates,pc,https://www.amazon.ae/Computers-and-Accessories/b/?ie=UTF8&node=11497746031&ref
United Arab Emirates,perfumes,https://www.amazon.ae/Fragrance-Perfume-Aftershave-Cologne/b/?ie=UTF8&node=12149479031&ref
United Arab Emirates,pets,https://www.amazon.ae/Pet-Supplies/b/?ie=UTF8&node=15150408031&ref
United Arab Emirates,sports,https://www.amazon.ae/Sporting-Goods/b/?ie=UTF8&node=11601213031&ref
United Arab Emirates,video,https://www.amazon.ae/Video-Games/b/?ie=UTF8&node=11601384031&ref
United Kingdom,automotive,https://www.amazon.co.uk/Car-Motorbike-Accessories-Parts/b/?ie=UTF8&node=248877031&ref
United Kingdom,baby,https://www.amazon.co.uk/Baby-Car-Seats-Prams-Nursery/b/?ie=UTF8&node=59624031&ref
United Kingdom,beauty,https://www.amazon.co.uk/beauty-cosmetics/b/?ie=UTF8&node=117332031&ref
United Kingdom,books,https://www.amazon.co.uk/books-used-books-textbooks/b/?ie=UTF8&node=266239&ref
United Kingdom,electronics,https://www.amazon.co.uk/electronics-camera-mp3-ipod-tv/b/?ie=UTF8&node=560798&ref
United Kingdom,fashion,https://www.amazon.co.uk/gp/browse.html?node=11961407031&ref
United Kingdom,gc,https://www.amazon.co.uk/Amazon-Gift-Voucher-Greeting-Card-Birthday-Christmas-Top-Up/b/?ie=UTF8&node=1571304031&ref
United Kingdom,hi,https://www.amazon.co.uk/gp/browse.html?node=7424513031&ref
United Kingdom,home,https://www.amazon.co.uk/home-and-garden-store/b/?ie=UTF8&node=11052591&ref
United Kingdom,hpc,https://www.amazon.co.uk/health-beauty-haircare-wellbeing-dentalcare-shaving-hairremoval/b/?ie=UTF8&node=65801031&ref
United Kingdom,kindle,https://www.amazon.co.uk/kindle-store-ebooks-newspapers-blogs/b/?ie=UTF8&node=341677031&ref
United Kingdom,pc,https://www.amazon.co.uk/computers-accessories/b/?ie=UTF8&node=340831031&ref
United Kingdom,pets,https://www.amazon.co.uk/Pet-Supplies-Food-Animals/b/?ie=UTF8&node=340840031&ref
United Kingdom,prime,https://www.amazon.co.uk/Amazon-Video/b/?ie=UTF8&node=3010085031&ref
United Kingdom,sports,https://www.amazon.co.uk/Sports-Exercise-Fitness-Bikes-Camping/b/?ie=UTF8&node=318949011&ref
United Kingdom,toys,https://www.amazon.co.uk/toys/b/?ie=UTF8&node=468292&ref
United Kingdom,video,https://www.amazon.co.uk/PC-Video-Games-Consoles-Accessories/b/?ie=UTF8&node=300703&ref
United States,amazonbasics,https://www.amazon.com/stores/node/20648519011?channel=discovbar?field-lbr
United States,automotive,https://www.amazon.com/automotive-auto-truck-replacements-parts/b/?ie=UTF8&node=15684181&ref
United States,baby,https://www.amazon.com/baby-car-seats-strollers-bedding/b/?ie=UTF8&node=165796011&ref
United States,beauty,https://www.amazon.com/Beauty-Makeup-Skin-Hair-Products/b/?ie=UTF8&node=3760911&ref
United States,books,https://www.amazon.com/books-used-books-textbooks/b/?ie=UTF8&node=283155&ref
United States,fashion,https://www.amazon.com/amazon-fashion/b/?ie=UTF8&node=7141123011&ref
United States,gc,https://www.amazon.com/gift-cards/b/?ie=UTF8&node=2238192011&ref
United States,handmade,https://www.amazon.com/Handmade/b/?ie=UTF8&node=11260432011&ref
United States,hi,https://www.amazon.com/Tools-and-Home-Improvement/b/?ie=UTF8&node=228013&ref
United States,home,https://www.amazon.com/home-garden-kitchen-furniture-bedding/b/?ie=UTF8&node=1055398&ref
United States,hpc,https://www.amazon.com/health-personal-care-nutrition-fitness/b/?ie=UTF8&node=3760901&ref
United States,kindle,https://www.amazon.com/Kindle-eBooks/b/?ie=UTF8&node=154606011&ref
United States,pc,https://www.amazon.com/computer-pc-hardware-accessories-add-ons/b/?ie=UTF8&node=541966&ref
United States,pets,https://www.amazon.com/pet-shops-dogs-cats-hamsters-kittens/b/?ie=UTF8&node=2619533011&ref
United States,smart,https://www.amazon.com/Smart-Home/b/?ie=UTF8&node=6563140011&ref
United States,toys,https://www.amazon.com/toys/b/?ie=UTF8&node=165793011&ref
United States,tv,https://www.amazon.com/tv-video/b/?ie=UTF8&node=1266092011&ref
United States,video,https://www.amazon.com/computer-video-games-hardware-accessories/b/?ie=UTF8&node=468642&ref
